Entry	Entry name	Status	Protein names	Gene names	Organism	Length	Protein families
B6HMU2	B6HMU2_PENCW	unreviewed	Beta-glucosidase (EC 3.2.1.21)	Pc21g13320 PCH_Pc21g13320	Penicillium chrysogenum (strain ATCC 28089 / DSM 1075 / Wisconsin 54-1255) (Penicillium notatum)	803	Glycosyl hydrolase 3 family
W7LK71	W7LK71_GIBM7	unreviewed	Beta-glucosidase (EC 3.2.1.21)	FVEG_00118	Gibberella moniliformis (strain M3125 / FGSC 7600) (Maize ear and stalk rot fungus) (Fusarium verticillioides)	846	Glycosyl hydrolase 3 family
W7L9S4	W7L9S4_GIBM7	unreviewed	Beta-glucosidase (EC 3.2.1.21)	FVEG_00412	Gibberella moniliformis (strain M3125 / FGSC 7600) (Maize ear and stalk rot fungus) (Fusarium verticillioides)	836	Glycosyl hydrolase 3 family
B6HNV0	B6HNV0_PENCW	unreviewed	Beta-glucosidase (EC 3.2.1.21)	Pc21g18230 PCH_Pc21g18230	Penicillium chrysogenum (strain ATCC 28089 / DSM 1075 / Wisconsin 54-1255) (Penicillium notatum)	840	Glycosyl hydrolase 3 family
W7N1A2	W7N1A2_GIBM7	unreviewed	Beta-glucosidase (EC 3.2.1.21)	FVEG_17204	Gibberella moniliformis (strain M3125 / FGSC 7600) (Maize ear and stalk rot fungus) (Fusarium verticillioides)	838	Glycosyl hydrolase 3 family
W7N2K4	W7N2K4_GIBM7	unreviewed	Beta-glucosidase (EC 3.2.1.21)	FVEG_10024	Gibberella moniliformis (strain M3125 / FGSC 7600) (Maize ear and stalk rot fungus) (Fusarium verticillioides)	820	Glycosyl hydrolase 3 family
W7M9N4	W7M9N4_GIBM7	unreviewed	Beta-glucosidase (EC 3.2.1.21)	FVEG_07762	Gibberella moniliformis (strain M3125 / FGSC 7600) (Maize ear and stalk rot fungus) (Fusarium verticillioides)	1546	Glycosyl hydrolase 3 family
B6HCL5	B6HCL5_PENCW	unreviewed	Beta-glucosidase (EC 3.2.1.21)	Pc18g01940 PCH_Pc18g01940	Penicillium chrysogenum (strain ATCC 28089 / DSM 1075 / Wisconsin 54-1255) (Penicillium notatum)	865	Glycosyl hydrolase 3 family
W7MQ95	W7MQ95_GIBM7	unreviewed	Beta-glucosidase (EC 3.2.1.21)	FVEG_11749	Gibberella moniliformis (strain M3125 / FGSC 7600) (Maize ear and stalk rot fungus) (Fusarium verticillioides)	828	Glycosyl hydrolase 3 family
W7MNU9	W7MNU9_GIBM7	unreviewed	Beta-glucosidase (EC 3.2.1.21)	FVEG_16453	Gibberella moniliformis (strain M3125 / FGSC 7600) (Maize ear and stalk rot fungus) (Fusarium verticillioides)	837	Glycosyl hydrolase 3 family
W7MVR2	W7MVR2_GIBM7	unreviewed	Beta-glucosidase (EC 3.2.1.21)	FVEG_13391	Gibberella moniliformis (strain M3125 / FGSC 7600) (Maize ear and stalk rot fungus) (Fusarium verticillioides)	784	Glycosyl hydrolase 3 family
W7MXD9	W7MXD9_GIBM7	unreviewed	Beta-glucosidase (EC 3.2.1.21)	FVEG_08650	Gibberella moniliformis (strain M3125 / FGSC 7600) (Maize ear and stalk rot fungus) (Fusarium verticillioides)	725	Glycosyl hydrolase 3 family
W7LKE2	W7LKE2_GIBM7	unreviewed	Beta-glucosidase (EC 3.2.1.21)	FVEG_00180	Gibberella moniliformis (strain M3125 / FGSC 7600) (Maize ear and stalk rot fungus) (Fusarium verticillioides)	945	Glycosyl hydrolase 3 family
W7MEC8	W7MEC8_GIBM7	unreviewed	Beta-glucosidase (EC 3.2.1.21)	FVEG_08890	Gibberella moniliformis (strain M3125 / FGSC 7600) (Maize ear and stalk rot fungus) (Fusarium verticillioides)	751	Glycosyl hydrolase 3 family
W7M0L3	W7M0L3_GIBM7	unreviewed	Beta-glucosidase (EC 3.2.1.21)	FVEG_05521	Gibberella moniliformis (strain M3125 / FGSC 7600) (Maize ear and stalk rot fungus) (Fusarium verticillioides)	893	Glycosyl hydrolase 3 family
M2M208	M2M208_BAUCO	unreviewed	Beta-glucosidase (EC 3.2.1.21)	BAUCODRAFT_196669	Baudoinia compniacensis (strain UAMH 10762) (Angels' share fungus)	1112	Glycosyl hydrolase 3 family
M2LBN5	M2LBN5_BAUCO	unreviewed	Beta-glucosidase (EC 3.2.1.21)	BAUCODRAFT_80284	Baudoinia compniacensis (strain UAMH 10762) (Angels' share fungus)	777	Glycosyl hydrolase 3 family
M2LDK6	M2LDK6_BAUCO	unreviewed	Beta-glucosidase (EC 3.2.1.21)	BAUCODRAFT_275245	Baudoinia compniacensis (strain UAMH 10762) (Angels' share fungus)	390	Glycosyl hydrolase 3 family
A0A0A6J474	A0A0A6J474_CANAX	unreviewed	Beta-glucosidase (EC 3.2.1.21)	MGC_06250	Candida albicans P37039	924	Glycosyl hydrolase 3 family
A0A0A6K6G0	A0A0A6K6G0_CANAX	unreviewed	Beta-glucosidase (EC 3.2.1.21)	MGC_02636	Candida albicans P37039	866	Glycosyl hydrolase 3 family
M2NBN6	M2NBN6_BAUCO	unreviewed	Beta-glucosidase (EC 3.2.1.21)	BAUCODRAFT_148148	Baudoinia compniacensis (strain UAMH 10762) (Angels' share fungus)	888	Glycosyl hydrolase 3 family
A0A0C3LF05	A0A0C3LF05_9HOMO	unreviewed	Beta-glucosidase (EC 3.2.1.21)	M407DRAFT_241422	Tulasnella calospora MUT 4182	854	Glycosyl hydrolase 3 family
A0A094C593	A0A094C593_9PEZI	unreviewed	Beta-glucosidase (EC 3.2.1.21)	V494_02328	Pseudogymnoascus pannorum VKM F-4513 (FW-928)	895	Glycosyl hydrolase 3 family
A0A094BIR9	A0A094BIR9_9PEZI	unreviewed	Beta-glucosidase (EC 3.2.1.21)	V494_02907	Pseudogymnoascus pannorum VKM F-4513 (FW-928)	835	Glycosyl hydrolase 3 family
A0A094E3L5	A0A094E3L5_9PEZI	unreviewed	Beta-glucosidase (EC 3.2.1.21)	V494_02850	Pseudogymnoascus pannorum VKM F-4513 (FW-928)	845	Glycosyl hydrolase 3 family
A0A094BEF4	A0A094BEF4_9PEZI	unreviewed	Beta-glucosidase (EC 3.2.1.21)	V494_07379	Pseudogymnoascus pannorum VKM F-4513 (FW-928)	861	Glycosyl hydrolase 3 family
A0A0C3Q2T6	A0A0C3Q2T6_9HOMO	unreviewed	Beta-glucosidase (EC 3.2.1.21)	M407DRAFT_85592	Tulasnella calospora MUT 4182	732	Glycosyl hydrolase 3 family
A0A094BYE4	A0A094BYE4_9PEZI	unreviewed	Beta-glucosidase (EC 3.2.1.21)	V494_00309	Pseudogymnoascus pannorum VKM F-4513 (FW-928)	814	Glycosyl hydrolase 3 family
A0A0C2YJF2	A0A0C2YJF2_HEBCY	unreviewed	Beta-glucosidase (EC 3.2.1.21)	M413DRAFT_439030	Hebeloma cylindrosporum h7	858	Glycosyl hydrolase 3 family
A0A0C2XWF2	A0A0C2XWF2_HEBCY	unreviewed	Beta-glucosidase (EC 3.2.1.21)	M413DRAFT_445191	Hebeloma cylindrosporum h7	854	Glycosyl hydrolase 3 family
A0A0C3CQQ9	A0A0C3CQQ9_HEBCY	unreviewed	Beta-glucosidase (EC 3.2.1.21)	M413DRAFT_441526	Hebeloma cylindrosporum h7	836	Glycosyl hydrolase 3 family
A0A0A6IJQ5	A0A0A6IJQ5_CANAX	unreviewed	Beta-glucosidase (EC 3.2.1.21)	MGO_02610	Candida albicans P76055	865	Glycosyl hydrolase 3 family
A8NGP8	A8NGP8_COPC7	unreviewed	Beta-glucosidase (EC 3.2.1.21)	CC1G_03784	Coprinopsis cinerea (strain Okayama-7 / 130 / ATCC MYA-4618 / FGSC 9003) (Inky cap fungus) (Hormographiella aspergillata)	853	Glycosyl hydrolase 3 family
A0A0A1SV27	A0A0A1SV27_9HYPO	unreviewed	Beta-glucosidase (EC 3.2.1.21)	VHEMI02175	Torrubiella hemipterigena	827	Glycosyl hydrolase 3 family
A0A0A1TJY7	A0A0A1TJY7_9HYPO	unreviewed	Beta-glucosidase (EC 3.2.1.21)	VHEMI06655	Torrubiella hemipterigena	945	Glycosyl hydrolase 3 family
A0A0A1T7F1	A0A0A1T7F1_9HYPO	unreviewed	Beta-glucosidase (EC 3.2.1.21)	VHEMI02175	Torrubiella hemipterigena	877	Glycosyl hydrolase 3 family
G9NS06	G9NS06_HYPAI	unreviewed	Beta-glucosidase (EC 3.2.1.21)	TRIATDRAFT_42986	Hypocrea atroviridis (strain ATCC 20476 / IMI 206040) (Trichoderma atroviride)	865	Glycosyl hydrolase 3 family
A0A0A3E0N6	A0A0A3E0N6_CANAX	unreviewed	Beta-glucosidase (EC 3.2.1.21)	MG3_02654	Candida albicans P78048	866	Glycosyl hydrolase 3 family
A0A0A3DJJ3	A0A0A3DJJ3_CANAX	unreviewed	Beta-glucosidase (EC 3.2.1.21)	MG3_06300	Candida albicans P78048	924	Glycosyl hydrolase 3 family
G9NYS8	G9NYS8_HYPAI	unreviewed	Beta-glucosidase (EC 3.2.1.21)	TRIATDRAFT_245984	Hypocrea atroviridis (strain ATCC 20476 / IMI 206040) (Trichoderma atroviride)	834	Glycosyl hydrolase 3 family
A0A0A1TAF7	A0A0A1TAF7_9HYPO	unreviewed	Beta-glucosidase (EC 3.2.1.21)	VHEMI03300	Torrubiella hemipterigena	833	Glycosyl hydrolase 3 family
G9NNT3	G9NNT3_HYPAI	unreviewed	Beta-glucosidase (EC 3.2.1.21)	TRIATDRAFT_154139	Hypocrea atroviridis (strain ATCC 20476 / IMI 206040) (Trichoderma atroviride)	888	Glycosyl hydrolase 3 family
A0A0A6HT01	A0A0A6HT01_CANAX	unreviewed	Beta-glucosidase (EC 3.2.1.21)	MGO_06220	Candida albicans P76055	924	Glycosyl hydrolase 3 family
G9P6W2	G9P6W2_HYPAI	unreviewed	Beta-glucosidase (EC 3.2.1.21)	TRIATDRAFT_248609	Hypocrea atroviridis (strain ATCC 20476 / IMI 206040) (Trichoderma atroviride)	781	Glycosyl hydrolase 3 family
A0A0A1TH01	A0A0A1TH01_9HYPO	unreviewed	Beta-glucosidase (EC 3.2.1.21)	VHEMI05555	Torrubiella hemipterigena	747	Glycosyl hydrolase 3 family
D6RMY9	D6RMY9_COPC7	unreviewed	Beta-glucosidase (EC 3.2.1.21)	CC1G_14674	Coprinopsis cinerea (strain Okayama-7 / 130 / ATCC MYA-4618 / FGSC 9003) (Inky cap fungus) (Hormographiella aspergillata)	787	Glycosyl hydrolase 3 family
A0A0A1SUX1	A0A0A1SUX1_9HYPO	unreviewed	Beta-glucosidase (EC 3.2.1.21)	VHEMI02123	Torrubiella hemipterigena	768	Glycosyl hydrolase 3 family
Q12653	Q12653_9ASCO	unreviewed	Beta-glucosidase (EC 3.2.1.21)	bgln	Kuraishia capsulata	763	Glycosyl hydrolase 3 family
U4LFR5	U4LFR5_PYROM	unreviewed	Beta-glucosidase (EC 3.2.1.21)	PCON_08559	Pyronema omphalodes (strain CBS 100304) (Pyronema confluens)	820	Glycosyl hydrolase 3 family
G3J632	G3J632_CORMM	unreviewed	Beta-glucosidase (EC 3.2.1.21)	CCM_00791	Cordyceps militaris (strain CM01) (Caterpillar fungus)	808	Glycosyl hydrolase 3 family
A7YKI0	A7YKI0_9HOMO	unreviewed	Beta-glucosidase (EC 3.2.1.21)		Rhizoctonia solani AG-3	845	Glycosyl hydrolase 3 family
T0K9F5	T0K9F5_COLGC	unreviewed	Beta-glucosidase (EC 3.2.1.21)	CGLO_12099	Colletotrichum gloeosporioides (strain Cg-14) (Anthracnose fungus) (Glomerella cingulata)	844	Glycosyl hydrolase 3 family
T0L4H6	T0L4H6_COLGC	unreviewed	Beta-glucosidase (EC 3.2.1.21)	CGLO_00203	Colletotrichum gloeosporioides (strain Cg-14) (Anthracnose fungus) (Glomerella cingulata)	838	Glycosyl hydrolase 3 family
T0JLV3	T0JLV3_COLGC	unreviewed	Beta-glucosidase (EC 3.2.1.21)	CGLO_17107	Colletotrichum gloeosporioides (strain Cg-14) (Anthracnose fungus) (Glomerella cingulata)	870	Glycosyl hydrolase 3 family
G3JP48	G3JP48_CORMM	unreviewed	Beta-glucosidase (EC 3.2.1.21)	CCM_07910	Cordyceps militaris (strain CM01) (Caterpillar fungus)	884	Glycosyl hydrolase 3 family
T0L194	T0L194_COLGC	unreviewed	Beta-glucosidase (EC 3.2.1.21)	CGLO_01059	Colletotrichum gloeosporioides (strain Cg-14) (Anthracnose fungus) (Glomerella cingulata)	832	Glycosyl hydrolase 3 family
A0A0C3FGQ2	A0A0C3FGQ2_9HOMO	unreviewed	Beta-glucosidase (EC 3.2.1.21)	PILCRDRAFT_782846	Piloderma croceum F 1598	883	Glycosyl hydrolase 3 family
T0KZ95	T0KZ95_COLGC	unreviewed	Beta-glucosidase (EC 3.2.1.21)	CGLO_01913	Colletotrichum gloeosporioides (strain Cg-14) (Anthracnose fungus) (Glomerella cingulata)	881	Glycosyl hydrolase 3 family
A0A0C3BB65	A0A0C3BB65_9HOMO	unreviewed	Beta-glucosidase (EC 3.2.1.21)	PILCRDRAFT_6960	Piloderma croceum F 1598	886	Glycosyl hydrolase 3 family
G3JI57	G3JI57_CORMM	unreviewed	Beta-glucosidase (EC 3.2.1.21)	CCM_05167	Cordyceps militaris (strain CM01) (Caterpillar fungus)	1030	Glycosyl hydrolase 3 family
A0A0C3G4P4	A0A0C3G4P4_9HOMO	unreviewed	Beta-glucosidase (EC 3.2.1.21)	PILCRDRAFT_811725	Piloderma croceum F 1598	855	Glycosyl hydrolase 3 family
G3JBH2	G3JBH2_CORMM	unreviewed	Beta-glucosidase (EC 3.2.1.21)	CCM_02750	Cordyceps militaris (strain CM01) (Caterpillar fungus)	883	Glycosyl hydrolase 3 family
A0A0C3FMC1	A0A0C3FMC1_9HOMO	unreviewed	Beta-glucosidase (EC 3.2.1.21)	PILCRDRAFT_789133	Piloderma croceum F 1598	851	Glycosyl hydrolase 3 family
T0L9G8	T0L9G8_COLGC	unreviewed	Beta-glucosidase (EC 3.2.1.21)	CGLO_12495	Colletotrichum gloeosporioides (strain Cg-14) (Anthracnose fungus) (Glomerella cingulata)	844	Glycosyl hydrolase 3 family
T0KRP0	T0KRP0_COLGC	unreviewed	Beta-glucosidase (EC 3.2.1.21)	CGLO_05348	Colletotrichum gloeosporioides (strain Cg-14) (Anthracnose fungus) (Glomerella cingulata)	874	Glycosyl hydrolase 3 family
G3J4T5	G3J4T5_CORMM	unreviewed	Beta-glucosidase (EC 3.2.1.21)	CCM_00556	Cordyceps militaris (strain CM01) (Caterpillar fungus)	835	Glycosyl hydrolase 3 family
T0KJI7	T0KJI7_COLGC	unreviewed	Beta-glucosidase (EC 3.2.1.21)	CGLO_04458	Colletotrichum gloeosporioides (strain Cg-14) (Anthracnose fungus) (Glomerella cingulata)	850	Glycosyl hydrolase 3 family
T0L308	T0L308_COLGC	unreviewed	Beta-glucosidase (EC 3.2.1.21)	CGLO_00803	Colletotrichum gloeosporioides (strain Cg-14) (Anthracnose fungus) (Glomerella cingulata)	880	Glycosyl hydrolase 3 family
A0A0C3BRS8	A0A0C3BRS8_9HOMO	unreviewed	Beta-glucosidase (EC 3.2.1.21)	PILCRDRAFT_822880	Piloderma croceum F 1598	865	Glycosyl hydrolase 3 family
U4L0K2	U4L0K2_PYROM	unreviewed	Beta-glucosidase (EC 3.2.1.21)	PCON_08348	Pyronema omphalodes (strain CBS 100304) (Pyronema confluens)	837	Glycosyl hydrolase 3 family
G3JKT9	G3JKT9_CORMM	unreviewed	Beta-glucosidase (EC 3.2.1.21)	CCM_06730	Cordyceps militaris (strain CM01) (Caterpillar fungus)	832	Glycosyl hydrolase 3 family
T0K8G0	T0K8G0_COLGC	unreviewed	Beta-glucosidase (EC 3.2.1.21)	CGLO_08601	Colletotrichum gloeosporioides (strain Cg-14) (Anthracnose fungus) (Glomerella cingulata)	873	Glycosyl hydrolase 3 family
T0LB78	T0LB78_COLGC	unreviewed	Beta-glucosidase (EC 3.2.1.21)	CGLO_11721	Colletotrichum gloeosporioides (strain Cg-14) (Anthracnose fungus) (Glomerella cingulata)	848	Glycosyl hydrolase 3 family
T0LRX0	T0LRX0_COLGC	unreviewed	Beta-glucosidase (EC 3.2.1.21)	CGLO_09573	Colletotrichum gloeosporioides (strain Cg-14) (Anthracnose fungus) (Glomerella cingulata)	765	Glycosyl hydrolase 3 family
T0KGU9	T0KGU9_COLGC	unreviewed	Beta-glucosidase (EC 3.2.1.21)	CGLO_05477	Colletotrichum gloeosporioides (strain Cg-14) (Anthracnose fungus) (Glomerella cingulata)	841	Glycosyl hydrolase 3 family
U4LIL3	U4LIL3_PYROM	unreviewed	Beta-glucosidase (EC 3.2.1.21)	PCON_10663	Pyronema omphalodes (strain CBS 100304) (Pyronema confluens)	814	Glycosyl hydrolase 3 family
U4LMY4	U4LMY4_PYROM	unreviewed	Beta-glucosidase (EC 3.2.1.21)	PCON_09067	Pyronema omphalodes (strain CBS 100304) (Pyronema confluens)	879	Glycosyl hydrolase 3 family
U4LBJ0	U4LBJ0_PYROM	unreviewed	Beta-glucosidase (EC 3.2.1.21)	PCON_04448	Pyronema omphalodes (strain CBS 100304) (Pyronema confluens)	853	Glycosyl hydrolase 3 family
I1RH94	I1RH94_GIBZE	unreviewed	Beta-glucosidase (EC 3.2.1.21)	FGSG_03139	Gibberella zeae (strain PH-1 / ATCC MYA-4620 / FGSC 9075 / NRRL 31084) (Wheat head blight fungus) (Fusarium graminearum)	834	Glycosyl hydrolase 3 family
I1RHZ1	I1RHZ1_GIBZE	unreviewed	Beta-glucosidase (EC 3.2.1.21)	FGSG_03410	Gibberella zeae (strain PH-1 / ATCC MYA-4620 / FGSC 9075 / NRRL 31084) (Wheat head blight fungus) (Fusarium graminearum)	837	Glycosyl hydrolase 3 family
I1RB60	I1RB60_GIBZE	unreviewed	Beta-glucosidase (EC 3.2.1.21)	FGSG_00767	Gibberella zeae (strain PH-1 / ATCC MYA-4620 / FGSC 9075 / NRRL 31084) (Wheat head blight fungus) (Fusarium graminearum)	834	Glycosyl hydrolase 3 family
I1S320	I1S320_GIBZE	unreviewed	Beta-glucosidase (EC 3.2.1.21)	FGSG_11181	Gibberella zeae (strain PH-1 / ATCC MYA-4620 / FGSC 9075 / NRRL 31084) (Wheat head blight fungus) (Fusarium graminearum)	848	Glycosyl hydrolase 3 family
I1S6W3	I1S6W3_GIBZE	unreviewed	Beta-glucosidase (EC 3.2.1.21)	FGSG_12586	Gibberella zeae (strain PH-1 / ATCC MYA-4620 / FGSC 9075 / NRRL 31084) (Wheat head blight fungus) (Fusarium graminearum)	820	Glycosyl hydrolase 3 family
I1R9L9	I1R9L9_GIBZE	unreviewed	Beta-glucosidase (EC 3.2.1.21)	FGSG_00166	Gibberella zeae (strain PH-1 / ATCC MYA-4620 / FGSC 9075 / NRRL 31084) (Wheat head blight fungus) (Fusarium graminearum)	942	Glycosyl hydrolase 3 family
I1RHX1	I1RHX1_GIBZE	unreviewed	Beta-glucosidase (EC 3.2.1.21)	FGSG_03387	Gibberella zeae (strain PH-1 / ATCC MYA-4620 / FGSC 9075 / NRRL 31084) (Wheat head blight fungus) (Fusarium graminearum)	781	Glycosyl hydrolase 3 family
I1RLU4	I1RLU4_GIBZE	unreviewed	Beta-glucosidase (EC 3.2.1.21)	FGSG_04913	Gibberella zeae (strain PH-1 / ATCC MYA-4620 / FGSC 9075 / NRRL 31084) (Wheat head blight fungus) (Fusarium graminearum)	857	Glycosyl hydrolase 3 family
I1RFY7	I1RFY7_GIBZE	unreviewed	Beta-glucosidase (EC 3.2.1.21)	FGSG_02632	Gibberella zeae (strain PH-1 / ATCC MYA-4620 / FGSC 9075 / NRRL 31084) (Wheat head blight fungus) (Fusarium graminearum)	832	Glycosyl hydrolase 3 family
I1S1K8	I1S1K8_GIBZE	unreviewed	Beta-glucosidase (EC 3.2.1.21)	FGSG_10615	Gibberella zeae (strain PH-1 / ATCC MYA-4620 / FGSC 9075 / NRRL 31084) (Wheat head blight fungus) (Fusarium graminearum)	791	Glycosyl hydrolase 3 family
I1S4A4	I1S4A4_GIBZE	unreviewed	Beta-glucosidase (EC 3.2.1.21)	FGSG_11671	Gibberella zeae (strain PH-1 / ATCC MYA-4620 / FGSC 9075 / NRRL 31084) (Wheat head blight fungus) (Fusarium graminearum)	841	Glycosyl hydrolase 3 family
I1RIH4	I1RIH4_GIBZE	unreviewed	Beta-glucosidase (EC 3.2.1.21)	FGSG_03607	Gibberella zeae (strain PH-1 / ATCC MYA-4620 / FGSC 9075 / NRRL 31084) (Wheat head blight fungus) (Fusarium graminearum)	826	Glycosyl hydrolase 3 family
I1RID9	I1RID9_GIBZE	unreviewed	Beta-glucosidase (EC 3.2.1.21)	FGSG_03570	Gibberella zeae (strain PH-1 / ATCC MYA-4620 / FGSC 9075 / NRRL 31084) (Wheat head blight fungus) (Fusarium graminearum)	878	Glycosyl hydrolase 3 family
E3QY16	E3QY16_COLGM	unreviewed	Beta-glucosidase (EC 3.2.1.21)	GLRG_10909	Colletotrichum graminicola (strain M1.001 / M2 / FGSC 10212) (Maize anthracnose fungus) (Glomerella graminicola)	833	Glycosyl hydrolase 3 family
E3QZL2	E3QZL2_COLGM	unreviewed	Beta-glucosidase (EC 3.2.1.21)	GLRG_11445	Colletotrichum graminicola (strain M1.001 / M2 / FGSC 10212) (Maize anthracnose fungus) (Glomerella graminicola)	843	Glycosyl hydrolase 3 family
E3Q469	E3Q469_COLGM	unreviewed	Beta-glucosidase (EC 3.2.1.21)	GLRG_00525	Colletotrichum graminicola (strain M1.001 / M2 / FGSC 10212) (Maize anthracnose fungus) (Glomerella graminicola)	881	Glycosyl hydrolase 3 family
E3QBR3	E3QBR3_COLGM	unreviewed	Beta-glucosidase (EC 3.2.1.21)	GLRG_03546	Colletotrichum graminicola (strain M1.001 / M2 / FGSC 10212) (Maize anthracnose fungus) (Glomerella graminicola)	833	Glycosyl hydrolase 3 family
E3QFP3	E3QFP3_COLGM	unreviewed	Beta-glucosidase (EC 3.2.1.21)	GLRG_04872	Colletotrichum graminicola (strain M1.001 / M2 / FGSC 10212) (Maize anthracnose fungus) (Glomerella graminicola)	869	Glycosyl hydrolase 3 family
E3Q7R7	E3Q7R7_COLGM	unreviewed	Beta-glucosidase (EC 3.2.1.21)	GLRG_02100	Colletotrichum graminicola (strain M1.001 / M2 / FGSC 10212) (Maize anthracnose fungus) (Glomerella graminicola)	762	Glycosyl hydrolase 3 family
E3QNX1	E3QNX1_COLGM	unreviewed	Beta-glucosidase (EC 3.2.1.21)	GLRG_07573	Colletotrichum graminicola (strain M1.001 / M2 / FGSC 10212) (Maize anthracnose fungus) (Glomerella graminicola)	955	Glycosyl hydrolase 3 family
E3QXD3	E3QXD3_COLGM	unreviewed	Beta-glucosidase (EC 3.2.1.21)	GLRG_10665	Colletotrichum graminicola (strain M1.001 / M2 / FGSC 10212) (Maize anthracnose fungus) (Glomerella graminicola)	765	Glycosyl hydrolase 3 family
H0ET34	H0ET34_GLAL7	unreviewed	Beta-glucosidase (EC 3.2.1.21)	M7I_5888	Glarea lozoyensis (strain ATCC 74030 / MF5533)	717	Glycosyl hydrolase 3 family
H0EJH8	H0EJH8_GLAL7	unreviewed	Beta-glucosidase (EC 3.2.1.21)	M7I_2704	Glarea lozoyensis (strain ATCC 74030 / MF5533)	814	Glycosyl hydrolase 3 family
A0A0A4BV14	A0A0A4BV14_CANAX	unreviewed	Beta-glucosidase (EC 3.2.1.21)	MG7_02648	Candida albicans P34048	865	Glycosyl hydrolase 3 family
H0EYX9	H0EYX9_GLAL7	unreviewed	Beta-glucosidase (EC 3.2.1.21)	M7I_8040	Glarea lozoyensis (strain ATCC 74030 / MF5533)	848	Glycosyl hydrolase 3 family
H0EFE4	H0EFE4_GLAL7	unreviewed	Beta-glucosidase (EC 3.2.1.21)	M7I_1217	Glarea lozoyensis (strain ATCC 74030 / MF5533)	839	Glycosyl hydrolase 3 family
A0A0A4B0K1	A0A0A4B0K1_CANAX	unreviewed	Beta-glucosidase (EC 3.2.1.21)	MG7_06265	Candida albicans P34048	924	Glycosyl hydrolase 3 family
H0EHB7	H0EHB7_GLAL7	unreviewed	Beta-glucosidase (EC 3.2.1.21)	M7I_1894	Glarea lozoyensis (strain ATCC 74030 / MF5533)	744	Glycosyl hydrolase 3 family
N1R7N5	N1R7N5_FUSC4	unreviewed	Beta-glucosidase (EC 3.2.1.21)	FOC4_g10014079	Fusarium oxysporum f. sp. cubense (strain race 4) (Panama disease fungus)	1634	Glycosyl hydrolase 3 family
N1S8P4	N1S8P4_FUSC4	unreviewed	Beta-glucosidase (EC 3.2.1.21)	FOC4_g10009519	Fusarium oxysporum f. sp. cubense (strain race 4) (Panama disease fungus)	873	Glycosyl hydrolase 3 family
N1RUT3	N1RUT3_FUSC4	unreviewed	Beta-glucosidase (EC 3.2.1.21)	FOC4_g10003378	Fusarium oxysporum f. sp. cubense (strain race 4) (Panama disease fungus)	840	Glycosyl hydrolase 3 family
A0A0A3CQP2	A0A0A3CQP2_CANAX	unreviewed	Beta-glucosidase (EC 3.2.1.21)	MEO_02608	Candida albicans P94015	867	Glycosyl hydrolase 3 family
A0A0F6Q0S8	A0A0F6Q0S8_9PEZI	unreviewed	Beta-glucosidase (EC 3.2.1.21)	BGL1	Verticillium longisporum	875	Glycosyl hydrolase 3 family
N1RIU4	N1RIU4_FUSC4	unreviewed	Beta-glucosidase (EC 3.2.1.21)	FOC4_g10007723	Fusarium oxysporum f. sp. cubense (strain race 4) (Panama disease fungus)	820	Glycosyl hydrolase 3 family
A0A0A3BFE5	A0A0A3BFE5_CANAX	unreviewed	Beta-glucosidase (EC 3.2.1.21)	MEO_06231	Candida albicans P94015	924	Glycosyl hydrolase 3 family
N1RZA9	N1RZA9_FUSC4	unreviewed	Beta-glucosidase (EC 3.2.1.21)	FOC4_g10003808	Fusarium oxysporum f. sp. cubense (strain race 4) (Panama disease fungus)	1407	Glycosyl hydrolase 3 family
N1RZ22	N1RZ22_FUSC4	unreviewed	Beta-glucosidase (EC 3.2.1.21)	FOC4_g10009578	Fusarium oxysporum f. sp. cubense (strain race 4) (Panama disease fungus)	837	Glycosyl hydrolase 3 family
N1RZ30	N1RZ30_FUSC4	unreviewed	Beta-glucosidase (EC 3.2.1.21)	FOC4_g10001454	Fusarium oxysporum f. sp. cubense (strain race 4) (Panama disease fungus)	685	Glycosyl hydrolase 3 family
N1RPS9	N1RPS9_FUSC4	unreviewed	Beta-glucosidase (EC 3.2.1.21)	FOC4_g10010716	Fusarium oxysporum f. sp. cubense (strain race 4) (Panama disease fungus)	893	Glycosyl hydrolase 3 family
N1RGK1	N1RGK1_FUSC4	unreviewed	Beta-glucosidase (EC 3.2.1.21)	FOC4_g10014333	Fusarium oxysporum f. sp. cubense (strain race 4) (Panama disease fungus)	836	Glycosyl hydrolase 3 family
N1S266	N1S266_FUSC4	unreviewed	Beta-glucosidase (EC 3.2.1.21)	FOC4_g10009072	Fusarium oxysporum f. sp. cubense (strain race 4) (Panama disease fungus)	966	Glycosyl hydrolase 3 family
N1RTQ3	N1RTQ3_FUSC4	unreviewed	Beta-glucosidase (EC 3.2.1.21)	FOC4_g10005674	Fusarium oxysporum f. sp. cubense (strain race 4) (Panama disease fungus)	838	Glycosyl hydrolase 3 family
N1S3K2	N1S3K2_FUSC4	unreviewed	Beta-glucosidase (EC 3.2.1.21)	FOC4_g10005227	Fusarium oxysporum f. sp. cubense (strain race 4) (Panama disease fungus)	840	Glycosyl hydrolase 3 family
N1S5P2	N1S5P2_FUSC4	unreviewed	Beta-glucosidase (EC 3.2.1.21)	FOC4_g10001453	Fusarium oxysporum f. sp. cubense (strain race 4) (Panama disease fungus)	594	Glycosyl hydrolase 3 family
